House_ID,Area_sqft,Bedrooms,Bathrooms,Floors,Parking,House_Age,Location,Furnishing,Main_Road,Air_Conditioning,Basement,Garden,Price
783,2968,6,6,1,0,24,Suburban,Unfurnished,No,No,Yes,Yes,18875089
784,1279,4,5,3,2,16,West End,Unfurnished,No,No,No,Yes,9567382
785,3205,5,6,1,2,23,Riverside,Unfurnished,No,No,Yes,Yes,20327609
786,606,1,1,3,3,16,Lake View,Unfurnished,No,No,Yes,Yes,5846050
787,1363,6,6,1,3,5,West End,Furnished,No,Yes,Yes,Yes,11709447
788,3671,2,2,2,3,14,East Side,Furnished,Yes,Yes,No,Yes,22153277
789,1110,3,3,2,0,18,Riverside,Semi-Furnished,No,Yes,Yes,Yes,8737005
790,3679,1,3,3,0,3,Riverside,Unfurnished,Yes,No,No,No,21423019
791,3700,3,5,2,2,11,City Center,Semi-Furnished,Yes,No,No,No,23452479
792,834,3,4,1,0,14,Lake View,Unfurnished,Yes,Yes,Yes,No,8138032
793,3677,2,3,2,3,16,Lake View,Unfurnished,Yes,Yes,No,Yes,22746963
794,2075,1,3,2,3,7,East Side,Semi-Furnished,No,Yes,No,No,13463250
795,3296,6,6,3,3,9,East Side,Furnished,Yes,Yes,Yes,No,21858520
796,1834,6,6,2,1,28,Hill View,Furnished,No,Yes,Yes,Yes,14001511
797,3685,6,6,1,0,13,Downtown,Furnished,No,No,No,Yes,24532109
798,1655,6,6,3,0,21,Uptown,Unfurnished,No,Yes,No,Yes,13171950
799,3738,5,5,3,2,12,Lake View,Unfurnished,No,Yes,Yes,No,23662909
800,1791,1,1,1,2,23,East Side,Furnished,Yes,No,Yes,No,11357863
801,2963,6,6,2,0,18,West End,Furnished,No,No,No,No,19715899
802,4425,2,4,3,1,3,Lake View,Furnished,No,No,Yes,No,26835537
803,2647,6,6,1,2,4,Downtown,Unfurnished,No,No,Yes,No,18893242
804,2950,4,6,1,3,9,Lake View,Furnished,No,Yes,Yes,Yes,20762430
805,3613,1,1,2,3,9,Uptown,Furnished,No,No,No,No,21530826
806,3703,4,5,1,2,9,Riverside,Unfurnished,No,Yes,Yes,No,23112408
807,3841,5,5,3,2,14,Uptown,Unfurnished,Yes,No,No,No,23663057
808,1459,2,4,1,0,11,East Side,Furnished,Yes,No,No,Yes,10087867
809,993,3,4,1,0,3,West End,Unfurnished,No,No,Yes,No,7636502
810,739,1,1,2,3,9,East Side,Furnished,No,Yes,No,No,6209384
811,3190,6,6,2,0,3,Suburban,Furnished,Yes,No,Yes,Yes,21399357
812,2946,5,6,2,0,25,East Side,Furnished,No,No,No,No,19088380
813,1112,1,2,1,1,12,Downtown,Semi-Furnished,No,Yes,Yes,Yes,9356973
814,4276,1,1,3,1,0,West End,Semi-Furnished,No,Yes,Yes,Yes,25098216
815,1444,6,6,1,2,27,Downtown,Furnished,Yes,No,No,Yes,12596401
816,4471,6,6,1,2,1,West End,Semi-Furnished,No,Yes,No,No,27709255
817,4330,3,5,3,1,22,Suburban,Unfurnished,Yes,Yes,Yes,Yes,25448548
818,1827,2,2,3,1,18,City Center,Semi-Furnished,Yes,No,Yes,No,12639736
819,2163,6,6,2,3,2,Green Park,Unfurnished,No,Yes,Yes,Yes,16341750
820,3601,3,5,3,1,22,City Center,Unfurnished,Yes,No,Yes,No,22463891
821,2152,1,3,1,0,8,Suburban,Unfurnished,Yes,No,Yes,No,13307674
822,964,3,4,2,1,27,Riverside,Semi-Furnished,Yes,Yes,No,Yes,8123824
823,4498,1,1,1,2,18,Hill View,Furnished,No,No,No,Yes,25295893
824,1299,3,4,1,2,25,West End,Unfurnished,No,No,Yes,No,8764758
825,3412,5,6,1,1,4,Lake View,Unfurnished,No,Yes,No,Yes,22521560
826,3093,4,6,2,1,14,City Center,Semi-Furnished,No,No,No,Yes,20311612
827,3203,1,2,2,2,27,Suburban,Unfurnished,Yes,Yes,Yes,Yes,18452733
828,2956,1,1,3,2,17,Hill View,Furnished,No,Yes,No,No,18125228
829,3406,6,6,3,0,12,Downtown,Unfurnished,Yes,Yes,No,No,22441289
830,3626,6,6,3,0,19,Hill View,Furnished,Yes,Yes,Yes,No,23422994
831,2704,3,3,2,3,12,Uptown,Semi-Furnished,Yes,No,Yes,Yes,17678954
832,1825,4,5,2,1,0,East Side,Semi-Furnished,Yes,No,Yes,No,13397756
833,4074,4,4,2,0,19,Hill View,Semi-Furnished,No,No,Yes,Yes,24499509
834,4246,6,6,2,2,0,Suburban,Semi-Furnished,No,Yes,Yes,Yes,26789870
835,1107,4,4,1,2,7,Hill View,Semi-Furnished,No,No,No,No,8841431
836,2797,3,3,2,3,5,Uptown,Semi-Furnished,No,Yes,No,Yes,18070441
837,1376,3,3,1,3,13,City Center,Furnished,Yes,Yes,No,No,10975762
838,2324,4,6,2,1,10,Lake View,Unfurnished,No,Yes,Yes,Yes,16116979
839,1116,2,3,3,0,24,Riverside,Furnished,No,No,Yes,No,8654718
840,1785,3,4,1,3,7,East Side,Furnished,Yes,Yes,No,Yes,12842331
841,3471,2,4,2,1,15,Suburban,Unfurnished,Yes,Yes,Yes,Yes,20535512
842,1141,4,4,2,1,29,Uptown,Semi-Furnished,Yes,Yes,Yes,Yes,9840028
843,2268,5,6,3,1,7,City Center,Semi-Furnished,No,Yes,No,Yes,16766671
844,1050,3,4,2,2,22,Lake View,Furnished,No,Yes,Yes,Yes,9334561
845,813,6,6,2,1,9,Hill View,Semi-Furnished,Yes,No,Yes,No,8770751
846,2089,3,4,1,0,21,Downtown,Unfurnished,Yes,No,No,No,14353820
847,3789,5,6,3,2,7,Green Park,Furnished,No,Yes,Yes,Yes,25086940
848,3641,5,5,1,1,6,Hill View,Furnished,Yes,No,No,No,23383153
849,1427,5,6,1,0,4,Riverside,Semi-Furnished,No,No,No,No,11358860
850,3538,1,2,1,3,13,West End,Unfurnished,Yes,Yes,No,Yes,20467326
851,786,5,5,3,1,23,Lake View,Semi-Furnished,Yes,Yes,No,No,8713022
852,3792,4,5,3,2,6,Uptown,Furnished,Yes,Yes,Yes,No,24708691
853,3498,6,6,2,2,27,Riverside,Semi-Furnished,No,Yes,Yes,Yes,22231428
854,2785,2,3,1,1,30,Green Park,Furnished,No,Yes,Yes,Yes,17732563
855,1075,1,3,2,2,10,Suburban,Unfurnished,No,Yes,No,No,7610404
856,834,6,6,2,1,23,Green Park,Furnished,No,Yes,Yes,No,9348384
857,1654,6,6,3,1,26,Hill View,Furnished,No,No,Yes,No,12806001
858,2427,2,4,3,3,11,Uptown,Semi-Furnished,Yes,No,Yes,No,16046415
859,3940,2,2,3,3,30,Uptown,Unfurnished,No,Yes,No,Yes,23024367
860,3948,4,6,3,1,2,Uptown,Furnished,No,Yes,No,No,24978702
861,3566,5,5,3,0,19,Suburban,Semi-Furnished,No,Yes,Yes,Yes,22666988
862,4428,1,1,1,0,8,Uptown,Unfurnished,Yes,Yes,Yes,No,25703421
863,948,2,2,2,3,26,Uptown,Semi-Furnished,No,No,Yes,Yes,7520189
864,2826,6,6,3,0,0,Downtown,Furnished,No,Yes,No,Yes,20036469
865,4336,2,2,1,3,12,Uptown,Semi-Furnished,No,Yes,No,Yes,25796911
866,1294,1,1,1,2,11,Suburban,Unfurnished,No,Yes,No,Yes,8106252
867,3076,2,2,2,2,19,Uptown,Unfurnished,No,Yes,No,No,18548508
868,4185,1,2,2,2,29,Green Park,Unfurnished,Yes,Yes,Yes,Yes,24085812
869,1205,4,5,3,3,26,Suburban,Furnished,No,No,Yes,Yes,9996746
870,1122,2,3,2,2,15,Lake View,Semi-Furnished,No,No,Yes,Yes,9256198
871,2314,5,6,3,3,17,West End,Furnished,No,Yes,No,Yes,16924046
872,957,2,3,1,1,27,Downtown,Semi-Furnished,No,Yes,Yes,Yes,8386717
873,2078,2,3,2,1,26,West End,Semi-Furnished,Yes,Yes,Yes,Yes,13970881
874,1164,1,3,3,1,12,Downtown,Unfurnished,No,No,Yes,Yes,9501740
875,2982,1,2,3,1,0,Uptown,Semi-Furnished,Yes,Yes,Yes,Yes,18559483
876,2931,4,4,1,3,23,Uptown,Unfurnished,No,No,No,No,18402740
877,3800,6,6,1,2,3,Uptown,Furnished,Yes,Yes,Yes,Yes,25281645
878,4010,4,6,2,2,29,East Side,Unfurnished,No,Yes,No,Yes,23965031
879,976,5,6,1,1,12,East Side,Furnished,Yes,No,Yes,Yes,9605261
880,2518,4,5,3,3,26,Lake View,Furnished,Yes,No,No,Yes,17488631
881,1044,1,1,2,2,0,Riverside,Semi-Furnished,Yes,Yes,Yes,Yes,8484916
882,644,3,3,3,1,20,Downtown,Furnished,No,Yes,Yes,No,7206699
883,796,3,3,2,0,11,Green Park,Semi-Furnished,Yes,No,No,No,6807008
884,3478,6,6,2,3,28,West End,Furnished,Yes,Yes,No,No,22736441
885,4158,1,2,1,1,21,Hill View,Furnished,Yes,Yes,Yes,Yes,24797059
886,1259,5,6,3,2,14,Uptown,Semi-Furnished,No,No,No,Yes,11362185
887,3771,6,6,1,1,19,East Side,Furnished,Yes,No,Yes,Yes,23686750
888,3738,3,5,1,3,3,Hill View,Semi-Furnished,Yes,No,Yes,Yes,23147324
889,2961,3,4,1,0,5,Hill View,Semi-Furnished,No,No,No,Yes,18177188
890,2929,4,4,2,2,12,Lake View,Unfurnished,Yes,No,No,No,18846635
891,941,6,6,3,3,8,Downtown,Unfurnished,Yes,Yes,Yes,Yes,10149612
892,1790,4,4,3,3,27,Suburban,Furnished,No,No,Yes,No,12840508
893,2518,6,6,2,0,2,Uptown,Unfurnished,Yes,No,No,Yes,17548624
894,1946,1,2,2,3,6,Hill View,Furnished,No,No,Yes,Yes,13253996
895,1196,6,6,2,0,19,Lake View,Furnished,No,No,No,Yes,10703904
896,1466,1,3,2,2,8,Uptown,Furnished,Yes,Yes,No,No,10724878
897,1821,6,6,2,1,21,Green Park,Furnished,Yes,Yes,No,No,14540962
898,1816,2,2,2,3,15,Hill View,Unfurnished,Yes,No,No,No,11353613
899,2897,5,5,1,1,10,City Center,Furnished,Yes,No,Yes,No,19756177
900,1065,6,6,2,0,14,Uptown,Unfurnished,No,Yes,Yes,Yes,10467931
901,1368,4,6,3,1,19,Lake View,Furnished,No,Yes,Yes,Yes,12069841
902,3933,3,3,2,2,16,Suburban,Unfurnished,No,No,No,No,22642414
903,2042,5,6,3,2,3,Uptown,Semi-Furnished,No,No,Yes,Yes,15633528
904,2385,4,5,3,3,20,Green Park,Unfurnished,Yes,Yes,Yes,Yes,16733180
905,667,5,6,1,3,23,East Side,Unfurnished,Yes,No,Yes,No,6945473
906,1467,2,3,3,3,3,Riverside,Semi-Furnished,Yes,No,No,No,10920584
907,3482,6,6,1,2,25,Riverside,Unfurnished,No,No,No,No,21571261
908,3357,2,2,2,0,0,Downtown,Furnished,No,No,No,Yes,21306382
909,2361,2,4,2,1,19,Lake View,Furnished,No,Yes,No,Yes,16107900
910,4303,3,5,1,3,7,Suburban,Unfurnished,Yes,Yes,No,No,25619363
911,1251,3,3,1,0,0,Lake View,Furnished,Yes,Yes,Yes,No,10271718
912,3640,6,6,2,2,5,Riverside,Unfurnished,Yes,No,Yes,Yes,23629593
913,3794,4,5,3,0,8,Suburban,Furnished,Yes,Yes,Yes,No,23999640
914,1102,1,1,2,2,28,Uptown,Furnished,Yes,No,No,Yes,8336183
915,1012,4,4,2,0,15,Suburban,Furnished,No,No,No,No,8121329
916,1336,3,3,1,0,3,City Center,Semi-Furnished,No,Yes,Yes,No,10460700
917,1389,5,5,3,0,16,West End,Furnished,Yes,No,Yes,Yes,11005730
918,1941,2,2,1,1,8,Green Park,Semi-Furnished,Yes,Yes,No,No,12958930
919,3652,4,5,3,3,29,Riverside,Semi-Furnished,Yes,Yes,No,No,22356292
920,2990,5,6,1,1,30,Hill View,Semi-Furnished,No,No,No,No,19201169
921,1040,5,6,2,1,18,City Center,Semi-Furnished,Yes,No,Yes,Yes,10310196
922,1636,5,6,2,2,12,Downtown,Furnished,Yes,No,No,Yes,13666322
923,1604,1,1,3,2,11,Uptown,Semi-Furnished,Yes,Yes,No,Yes,11664422
924,1947,2,3,3,2,28,Riverside,Unfurnished,Yes,No,No,Yes,12603274
925,1490,1,3,2,0,18,Lake View,Unfurnished,No,No,No,Yes,10010698
926,803,4,5,1,2,13,Suburban,Furnished,No,Yes,No,No,7639506
927,2960,1,2,1,0,29,Hill View,Semi-Furnished,Yes,No,Yes,Yes,17383778
928,3241,1,1,2,0,26,Lake View,Unfurnished,No,No,No,No,18674991
929,926,5,6,2,0,12,Green Park,Unfurnished,No,No,Yes,No,8797195
930,1020,1,1,1,0,4,Suburban,Semi-Furnished,No,Yes,Yes,Yes,7262445
931,3565,3,5,1,0,8,Downtown,Furnished,Yes,No,Yes,No,22789326
932,3417,5,6,2,1,29,Uptown,Unfurnished,No,Yes,Yes,No,21491590
933,3684,5,6,3,3,21,Suburban,Unfurnished,Yes,No,No,No,22576348
934,3764,6,6,1,0,8,Green Park,Unfurnished,Yes,No,Yes,Yes,24087523
935,919,1,2,1,1,0,Riverside,Semi-Furnished,No,Yes,No,Yes,7255787
936,1454,5,6,3,2,24,Green Park,Unfurnished,No,Yes,Yes,Yes,11608212
937,4354,3,4,2,1,24,Lake View,Furnished,Yes,No,No,Yes,26778402
938,1858,5,6,1,1,14,Suburban,Unfurnished,Yes,Yes,Yes,No,13075714
939,1692,1,2,3,3,11,Green Park,Furnished,Yes,No,No,Yes,11648336
940,2225,5,6,3,2,1,Hill View,Semi-Furnished,No,Yes,Yes,No,16619559
941,4401,4,4,2,1,12,Uptown,Unfurnished,No,No,No,Yes,26583448
942,804,6,6,1,1,3,Downtown,Furnished,No,Yes,Yes,Yes,9785640
943,1527,5,6,3,3,12,Lake View,Furnished,Yes,No,No,Yes,12913737
944,3818,2,3,3,2,22,East Side,Semi-Furnished,Yes,Yes,Yes,No,23092592
945,1850,6,6,1,2,21,Suburban,Furnished,Yes,No,No,Yes,13385353
946,3328,4,5,2,0,5,Green Park,Furnished,Yes,Yes,No,No,21717086
947,604,4,4,2,0,1,Downtown,Unfurnished,No,Yes,Yes,Yes,7161271
948,1009,3,5,2,3,15,City Center,Unfurnished,No,No,No,No,8917835
949,655,3,4,3,2,28,West End,Unfurnished,No,Yes,No,Yes,5967084
950,2280,2,4,1,2,15,Downtown,Furnished,No,No,Yes,Yes,15639258
951,4370,4,6,1,2,28,West End,Semi-Furnished,Yes,No,No,No,25910020
952,3013,4,5,2,1,1,East Side,Unfurnished,No,Yes,No,No,19173788
953,3846,3,4,1,0,15,Uptown,Semi-Furnished,Yes,No,Yes,No,23409672
954,1780,1,2,1,3,1,Riverside,Semi-Furnished,Yes,Yes,No,No,11493337
955,2362,3,5,1,0,8,Uptown,Semi-Furnished,No,Yes,Yes,No,15787973
956,3602,2,3,3,0,9,Riverside,Furnished,No,No,Yes,No,21791489
957,2234,1,2,2,2,5,East Side,Semi-Furnished,No,Yes,Yes,No,13879082
958,2305,5,5,2,2,2,Green Park,Unfurnished,No,Yes,No,No,15670707
959,1167,5,6,3,2,16,City Center,Semi-Furnished,No,No,No,No,10680587
960,2489,1,3,1,3,2,Uptown,Unfurnished,No,Yes,No,Yes,16137850
961,2825,5,6,1,3,4,Lake View,Unfurnished,Yes,No,No,Yes,18876771
962,824,3,5,1,2,19,Suburban,Semi-Furnished,No,No,Yes,Yes,7699242
963,2994,6,6,3,0,22,Riverside,Unfurnished,Yes,No,Yes,Yes,19851302
964,3220,2,3,3,2,23,Downtown,Semi-Furnished,Yes,Yes,Yes,Yes,20450455
965,3073,1,3,1,1,6,Suburban,Semi-Furnished,Yes,No,No,Yes,17949328
966,1828,4,5,1,1,26,West End,Semi-Furnished,No,Yes,No,Yes,13014701
967,688,2,2,3,1,5,West End,Unfurnished,Yes,No,No,No,5701109
968,3334,1,3,2,2,21,Green Park,Semi-Furnished,No,Yes,No,No,19964269
969,1206,1,2,2,0,18,Lake View,Furnished,No,Yes,No,Yes,9369158
970,1170,4,6,2,2,0,Uptown,Semi-Furnished,Yes,No,No,Yes,10316973
971,3286,2,3,3,2,14,Uptown,Semi-Furnished,No,No,Yes,No,20290012
972,2532,5,6,1,2,4,City Center,Unfurnished,No,No,Yes,Yes,17385355
973,4089,6,6,1,0,21,Suburban,Semi-Furnished,No,No,Yes,Yes,24725353
974,4285,2,4,2,3,29,Suburban,Furnished,No,Yes,Yes,Yes,25532976
975,3726,3,5,3,0,29,Uptown,Semi-Furnished,Yes,No,No,Yes,23081557
976,2950,5,5,1,2,15,Hill View,Unfurnished,No,Yes,Yes,Yes,19255148
977,3933,5,5,1,0,20,Suburban,Furnished,Yes,Yes,Yes,No,24319447
978,2927,5,5,2,1,21,West End,Semi-Furnished,Yes,Yes,No,No,18846201
979,3133,5,5,1,3,13,Lake View,Furnished,Yes,Yes,No,Yes,21021255
980,2642,2,2,3,2,0,Riverside,Semi-Furnished,No,No,No,Yes,16353931
981,1779,1,3,3,1,27,West End,Unfurnished,No,No,Yes,Yes,11445881
982,2529,3,5,1,0,10,Lake View,Semi-Furnished,Yes,No,Yes,Yes,16884954
983,2840,6,6,3,0,7,Hill View,Furnished,Yes,No,Yes,No,19789203
984,3628,5,5,3,3,30,Uptown,Semi-Furnished,Yes,Yes,Yes,No,23467861
985,1522,6,6,2,3,9,Riverside,Furnished,Yes,Yes,Yes,No,13287467
986,3400,6,6,3,3,1,Lake View,Semi-Furnished,Yes,No,No,Yes,22743197
987,2393,1,3,2,2,6,City Center,Semi-Furnished,Yes,Yes,Yes,Yes,16442810
988,641,2,3,3,0,25,Downtown,Unfurnished,Yes,Yes,Yes,Yes,6496071
989,2396,2,3,1,2,11,East Side,Unfurnished,Yes,No,Yes,No,14833154
990,3293,1,3,1,0,8,West End,Furnished,No,No,Yes,No,19917375
991,1839,3,5,2,1,16,Green Park,Semi-Furnished,Yes,Yes,No,No,13444572
992,4493,5,6,2,0,6,Uptown,Unfurnished,Yes,No,Yes,Yes,27646079
993,3569,2,2,1,3,20,Hill View,Furnished,Yes,No,Yes,No,21320269
994,3009,4,5,1,0,8,East Side,Semi-Furnished,No,Yes,No,No,18988388
995,781,2,2,2,1,21,Lake View,Unfurnished,Yes,No,Yes,No,6380454
996,4327,5,6,2,1,24,Downtown,Semi-Furnished,No,No,Yes,Yes,27338570
997,2189,6,6,2,3,13,East Side,Unfurnished,No,Yes,No,No,15720653
998,4387,2,2,1,2,25,Green Park,Furnished,Yes,No,No,No,25062881
999,3121,3,4,2,2,25,East Side,Furnished,Yes,No,No,No,19006669
1000,2417,4,4,2,0,14,Downtown,Semi-Furnished,No,Yes,No,Yes,16984123
1001,4445,1,2,3,2,30,Suburban,Semi-Furnished,Yes,No,No,No,25042970
1002,1121,2,4,1,1,27,East Side,Unfurnished,Yes,Yes,Yes,Yes,8096405
1003,3403,5,6,3,2,1,West End,Unfurnished,Yes,Yes,No,No,21414501
1004,3378,3,5,3,0,19,Riverside,Semi-Furnished,Yes,Yes,No,Yes,21169459
1005,917,2,2,2,2,26,Lake View,Furnished,No,No,Yes,Yes,8052802
1006,3086,3,4,2,2,15,Green Park,Unfurnished,Yes,Yes,No,Yes,19272202
1007,4410,2,4,1,0,19,Riverside,Semi-Furnished,No,Yes,No,Yes,25918976
1008,3574,2,3,3,0,30,Suburban,Furnished,No,Yes,Yes,No,21566018
1009,2748,5,6,2,2,6,East Side,Semi-Furnished,Yes,No,Yes,No,18203706
1010,2467,3,5,1,1,14,Lake View,Semi-Furnished,Yes,No,Yes,No,16901466
1011,2583,5,5,2,3,7,East Side,Furnished,Yes,No,Yes,No,17596420
1012,1999,3,3,1,3,13,West End,Furnished,No,Yes,Yes,No,13387065
1013,1283,1,2,2,3,23,Suburban,Furnished,Yes,No,Yes,Yes,8884161
1014,1142,5,6,2,3,11,Uptown,Semi-Furnished,Yes,No,Yes,No,10513393
1015,3022,5,6,1,0,2,City Center,Semi-Furnished,No,No,No,No,20522864
1016,2554,6,6,3,1,23,East Side,Unfurnished,Yes,Yes,Yes,No,17583442
1017,3259,4,5,2,3,5,West End,Unfurnished,No,Yes,Yes,No,20714055
1018,1997,1,3,3,3,9,City Center,Semi-Furnished,No,Yes,Yes,Yes,14592710
1019,4214,6,6,2,2,18,East Side,Semi-Furnished,Yes,No,No,Yes,25713109
1020,1779,3,4,2,1,28,Uptown,Semi-Furnished,No,Yes,Yes,No,12424652
1021,993,2,4,3,1,0,East Side,Furnished,Yes,Yes,No,Yes,8771091
1022,1432,3,5,2,3,16,Uptown,Semi-Furnished,No,Yes,Yes,No,11501663
1023,2620,3,3,1,2,23,Suburban,Semi-Furnished,Yes,Yes,Yes,No,16194340
1024,2676,3,4,2,0,22,City Center,Furnished,No,Yes,No,Yes,18114483
1025,3307,6,6,3,0,7,Uptown,Unfurnished,No,Yes,Yes,No,21933351
1026,1220,4,4,3,3,9,Uptown,Furnished,Yes,Yes,Yes,No,10732528
1027,2609,5,6,1,1,1,Lake View,Unfurnished,No,No,Yes,No,17976555
1028,2772,6,6,2,1,28,Green Park,Unfurnished,No,No,No,No,18190210
1029,2570,3,3,1,0,30,Green Park,Semi-Furnished,No,No,Yes,No,15635445
1030,1321,4,5,3,0,11,Lake View,Unfurnished,Yes,No,No,No,10951804
1031,1561,1,2,2,1,28,Lake View,Furnished,No,No,No,No,10763589
1032,3913,4,5,2,2,29,Downtown,Semi-Furnished,No,Yes,No,Yes,24569096
1033,2433,4,4,3,1,17,Riverside,Unfurnished,Yes,No,Yes,Yes,16302911
1034,686,4,4,3,2,29,City Center,Unfurnished,Yes,Yes,Yes,No,7696683
1035,1412,2,4,2,1,9,Uptown,Semi-Furnished,No,No,Yes,Yes,10374703
1036,747,1,3,1,3,25,Hill View,Furnished,Yes,No,No,Yes,6405577
1037,3186,6,6,1,2,23,Suburban,Semi-Furnished,No,Yes,No,Yes,20213444
1038,902,5,6,3,3,0,Downtown,Unfurnished,Yes,Yes,No,Yes,10185513
1039,4119,3,4,2,0,9,Green Park,Semi-Furnished,Yes,Yes,No,No,24811673
1040,1792,4,4,1,3,17,Green Park,Semi-Furnished,No,Yes,No,Yes,13143578
1041,3580,4,5,3,0,14,Riverside,Unfurnished,Yes,No,Yes,No,21891786
1042,2552,5,5,3,2,10,Uptown,Unfurnished,Yes,Yes,Yes,Yes,17974004
1043,3030,2,2,1,3,19,Hill View,Unfurnished,Yes,Yes,No,No,18145865
1044,1875,6,6,1,0,10,East Side,Unfurnished,No,Yes,No,Yes,13911714
1045,2903,4,6,2,2,30,Riverside,Semi-Furnished,No,No,Yes,Yes,18731980
1046,3464,1,2,1,0,5,West End,Unfurnished,Yes,Yes,Yes,No,19801985
1047,759,4,5,1,3,4,West End,Semi-Furnished,No,Yes,No,Yes,7821433
1048,1805,6,6,2,2,19,City Center,Unfurnished,Yes,Yes,No,Yes,14487825
1049,4499,6,6,3,2,15,Hill View,Furnished,No,Yes,Yes,No,27985098
1050,1901,4,4,1,3,2,Downtown,Semi-Furnished,Yes,Yes,Yes,No,14536315
1051,987,1,3,2,1,2,City Center,Unfurnished,Yes,No,Yes,Yes,8234318
1052,1764,4,6,3,2,11,East Side,Semi-Furnished,No,Yes,Yes,Yes,13032778
1053,3592,2,3,1,2,18,Suburban,Furnished,No,No,No,No,20913873
1054,1288,1,1,1,0,29,East Side,Furnished,Yes,Yes,No,Yes,8614644
1055,918,1,1,3,3,13,Hill View,Semi-Furnished,No,Yes,Yes,No,7425237
1056,3769,4,6,2,2,9,West End,Semi-Furnished,Yes,Yes,Yes,No,24012702
1057,1185,4,6,2,3,22,Green Park,Unfurnished,Yes,No,No,Yes,9432524
1058,4147,3,4,3,2,23,Lake View,Furnished,Yes,No,No,Yes,25994345
1059,643,2,3,2,1,0,East Side,Semi-Furnished,No,Yes,No,No,6240817
1060,4374,1,3,2,0,20,Green Park,Unfurnished,No,No,Yes,No,24682292
1061,3161,1,3,1,3,19,Hill View,Semi-Furnished,Yes,No,Yes,Yes,19092684
1062,718,5,6,1,1,27,Uptown,Furnished,No,Yes,Yes,No,8486044
1063,3510,1,2,1,2,27,Riverside,Unfurnished,Yes,No,No,Yes,20141354
1064,3557,3,5,1,3,13,Downtown,Furnished,Yes,Yes,No,Yes,22983368
1065,2416,1,2,3,1,22,West End,Semi-Furnished,Yes,Yes,No,No,14964989
1066,2036,1,2,2,0,18,Hill View,Furnished,Yes,Yes,Yes,Yes,13287877
1067,1900,5,6,1,1,25,Downtown,Furnished,No,No,Yes,Yes,14622733
1068,4029,6,6,1,1,9,Downtown,Semi-Furnished,No,Yes,No,Yes,26271287
1069,1892,4,4,1,2,28,Riverside,Furnished,No,No,No,No,12651301
1070,2606,3,5,2,2,24,West End,Semi-Furnished,Yes,Yes,No,Yes,17053280
1071,2929,2,4,2,2,20,Green Park,Furnished,No,No,Yes,Yes,18511556
1072,1493,4,5,1,0,16,Uptown,Semi-Furnished,Yes,No,No,No,11486755
1073,2147,6,6,1,2,22,Suburban,Unfurnished,No,Yes,Yes,No,14976993
1074,1970,3,5,1,1,29,City Center,Semi-Furnished,Yes,No,Yes,Yes,14072333
1075,3914,5,6,3,3,23,Lake View,Semi-Furnished,Yes,No,No,No,25004798
1076,3379,4,5,1,1,24,West End,Furnished,No,No,No,No,20970685
1077,716,2,4,1,2,28,East Side,Unfurnished,Yes,Yes,Yes,No,5775613
1078,970,3,3,2,3,12,Uptown,Semi-Furnished,Yes,Yes,Yes,Yes,8923917
1079,1859,1,1,1,1,13,Suburban,Unfurnished,Yes,Yes,No,Yes,11473331
1080,1252,3,3,2,3,22,Riverside,Semi-Furnished,No,No,Yes,Yes,9550800
1081,1126,3,3,2,2,28,Green Park,Unfurnished,No,No,Yes,No,8553229
1082,3343,6,6,1,1,28,East Side,Furnished,Yes,No,No,No,21345414
1083,3971,1,3,3,3,29,Suburban,Unfurnished,Yes,Yes,No,Yes,22493597
1084,1465,3,4,1,2,12,Uptown,Semi-Furnished,Yes,No,No,No,11280074
1085,3963,4,4,2,3,5,Uptown,Semi-Furnished,Yes,No,Yes,No,25046991
1086,3601,1,3,2,0,5,City Center,Furnished,No,No,Yes,No,22430777
1087,3345,4,5,1,2,13,Green Park,Unfurnished,Yes,No,No,No,21006610
1088,1972,5,6,1,1,13,West End,Semi-Furnished,Yes,Yes,Yes,No,14632335
1089,3017,3,3,3,3,13,Downtown,Semi-Furnished,No,Yes,Yes,No,19987007
1090,2103,1,3,3,2,8,Lake View,Semi-Furnished,No,Yes,No,Yes,14329084
1091,2061,4,4,2,2,9,Downtown,Unfurnished,Yes,No,Yes,No,14635904
1092,1317,1,3,1,1,23,Uptown,Unfurnished,No,No,No,No,8914680
1093,3422,5,5,3,3,1,Suburban,Semi-Furnished,No,Yes,Yes,Yes,22236864
1094,2699,6,6,2,2,13,Lake View,Furnished,Yes,No,Yes,No,19002880
1095,3850,2,4,2,2,19,West End,Unfurnished,Yes,Yes,No,No,22393663
1096,3715,4,5,3,1,8,West End,Unfurnished,Yes,No,Yes,No,22589925
1097,620,4,4,1,3,21,Uptown,Semi-Furnished,No,No,No,Yes,6638074
1098,1520,1,3,2,1,2,East Side,Semi-Furnished,No,No,No,No,10236705
1099,4408,5,5,2,2,10,City Center,Semi-Furnished,Yes,No,No,Yes,27719694
1100,3457,2,4,2,2,12,Downtown,Unfurnished,Yes,No,No,Yes,21268033
1101,3663,5,6,2,2,24,City Center,Semi-Furnished,No,Yes,Yes,Yes,24200189
1102,2040,5,6,2,0,24,Green Park,Unfurnished,No,Yes,No,Yes,14342811
1103,3086,1,1,2,1,6,Suburban,Unfurnished,No,Yes,Yes,No,18105990
1104,2273,3,3,2,2,10,City Center,Unfurnished,Yes,No,No,Yes,15323189
1105,2626,4,5,2,1,29,Uptown,Semi-Furnished,No,Yes,No,No,17601265
